,name,url,Price,год выпуска,Пробег,Кузов,Цвет,Двигатель,Налог,Коробка,Привод,Руль,Состояние,Владельцы,ПТС,Таможня,Гарантия,VIN,Госномер,Владение,Обмен,Кузов №
3182,Audi 100 IV (C4),https://auto.ru/cars/used/sale/audi/100/1098740468-d0904225/,165 000 ₽,1991,190 000 км,седан,белый,2.8 л / 174 л.с. / Бензин,7 482 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WAU**************,******|163,,,
3183,УАЗ Patriot I Рестайлинг 3,https://auto.ru/cars/used/sale/uaz/patriot/1101893630-ff9da389/,945 000 ₽,2019,21 000 км,внедорожник 5 дв.,чёрный,2.7 л / 150 л.с. / Бензин,4 950 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTT**************,,1 год,Рассмотрю варианты,
3184,Mazda 3 I (BK) Рестайлинг,https://auto.ru/cars/used/sale/mazda/3/1101658158-14387b30/,375 000 ₽,2007,160 000 км,хэтчбек 5 дв.,серебристый,2.0 л / 150 л.с. / Бензин,4 950 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,JMZ**************,******|56,13 лет и 2 месяца,,
3185,Chevrolet Niva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/niva/1099824134-fbcb4a33/,448 000 ₽,2015,70 000 км,внедорожник 5 дв.,зелёный,1.7 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X9L**************,******|163,,,
3186,Nissan Micra III (K12),https://auto.ru/cars/used/sale/nissan/micra/1102230621-ba6c434c/,400 000 ₽,2008,138 500 км,хэтчбек 5 дв.,чёрный,1.2 л / 80 л.с. / Бензин,1 280 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,SJN**************,******|163,7 лет,Рассмотрю варианты,
3187,LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1102038894-b6c2cf57/,50 000 ₽,1999,150 000 км,седан,красный,1.5 л / 79 л.с. / Бензин,1 264 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|763,,,
3188,BMW 3 серии  V (E90/E91/E92/E93) Рестайлинг 320i,https://auto.ru/cars/used/sale/bmw/3er/1093104098-6fcf7830/,646 000 ₽,2010,125 000 км,седан,чёрный,2.0 л / 156 л.с. / Бензин,6 708 ₽ / год,автоматическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,X4X**************,******|51,3 года,Рассмотрю варианты,
3189,LADA (ВАЗ) 2121 (4x4) I Рестайлинг Urban,https://auto.ru/cars/used/sale/vaz/2121/1049284910-07c90c/,450 000 ₽,2015,18 000 км,внедорожник 3 дв.,зелёный,1.7 л / 83 л.с. / Бензин,1 328 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,До мая 2017,,,5 лет и 9 месяцев,,
3190,Kia Spectra I Рестайлинг 2,https://auto.ru/cars/used/sale/kia/spectra/1091054478-2cd7aa45/,145 000 ₽,2008,134 000 км,седан,синий,1.6 л / 101 л.с. / Бензин,2 424 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWK**************,******|163,,,
3191,Great Wall Hover H5,https://auto.ru/cars/used/sale/great_wall/hoverh5/1100808486-565b4401/,460 000 ₽,2011,171 000 км,внедорожник 5 дв.,серебристый,2.4 л / 136 л.с. / Бензин,4 488 ₽ / год,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,Z8P**************,,,Рассмотрю варианты,
3192,LADA (ВАЗ) 2121 (4x4) I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2121/1101242248-de76be08/,100 000 ₽,1995,139 700 км,внедорожник 3 дв.,белый,1.7 л / 79 л.с. / Бензин,1 264 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|63,,,
3193,BMW X3  II (F25) 30d xDrive,https://auto.ru/cars/used/sale/bmw/x3/1101954175-f08fba72/,1 850 000 ₽,2012,118 000 км,внедорожник 5 дв.,чёрный,3.0 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WBA**************,******|163,,,
3194,Ford Focus II Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1098051334-83b12c6b/,330 000 ₽,2008,105 000 км,седан,серебристый,1.6 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,X9F**************,******|163,,,
3195,Kia Spectra I Рестайлинг 2,https://auto.ru/cars/used/sale/kia/spectra/1094512564-801c65c5/,220 000 ₽,2007,217 000 км,седан,чёрный,1.6 л / 101 л.с. / Бензин,2 424 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XWK**************,******|163,3 года и 11 месяцев,,
3196,LADA (ВАЗ) XRAY I,https://auto.ru/cars/used/sale/vaz/xray/1093989356-a638f706/,565 000 ₽,2016,77 200 км,хэтчбек 5 дв.,красный,1.6 л / 110 л.с. / Бензин,2 640 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
3197,Iran Khodro Samand,https://auto.ru/cars/used/sale/iran_khodro/samand/1100527042-080b7f7f/,170 000 ₽,2007,219 000 км,седан,серебристый,"1.8 л / 100 л.с. / Бензин, газобаллонное оборудование",1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,NAA**************,******|163,2 года и 7 месяцев,,
3198,LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1102230009-cb2ec72b/,100 000 ₽,2008,340 000 км,седан,красный,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|13,,,
3199,Toyota Camry VI (XV40) Рестайлинг,https://auto.ru/cars/used/sale/toyota/camry/1102146143-fa4f1e98/,720 000 ₽,2010,190 000 км,седан,серый,"2.4 л / 167 л.с. / Бензин, газобаллонное оборудование",7 181 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,XW7**************,******|122,2 года и 4 месяца,Рассмотрю варианты,
3200,УАЗ Patriot  I 3163,https://auto.ru/cars/used/sale/uaz/patriot/1101327682-ee2bdc00/,330 000 ₽,2005,66 000 км,внедорожник 5 дв.,серый,2.7 л / 128 л.с. / Бензин,4 224 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTT**************,******|163,2 года и 5 месяцев,Рассмотрю варианты,
3201,Hyundai Starex I Рестайлинг,https://auto.ru/cars/used/sale/hyundai/starex/1098674708-06415908/,315 000 ₽,2002,292 000 км,минивэн,серый,2.5 л / 140 л.с. / Дизель,4 620 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,KMH**************,******|34,,,
3202,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1070503961-70b387b3/,380 000 ₽,2015,40 000 км,седан,коричневый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,5 лет,,
3203,ГАЗ 31105 «Волга»,https://auto.ru/cars/used/sale/gaz/31105/1101397562-4331c733/,120 000 ₽,2004,180 000 км,седан,серебристый,"2.3 л / 131 л.с. / Бензин, газобаллонное оборудование",4 323 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTH**************,******|163,,,
3204,ЗАЗ 968  А,https://auto.ru/cars/used/sale/zaz/968/1098107210-ed06e491/,60 000 ₽,1979,47 750 км,седан 2 дв.,белый,1.2 л / 42 л.с. / Бензин,672 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,,******|763,,,1***********
3205,Chevrolet Lacetti,https://auto.ru/cars/used/sale/chevrolet/lacetti/1101766473-ade26a05/,250 000 ₽,2007,123 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 109 л.с. / Бензин,2 616 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XUU**************,******|98,,,
3206,Peugeot 408 I,https://auto.ru/cars/used/sale/peugeot/408/1085285926-045365f6/,475 000 ₽,2012,95 000 км,седан,бежевый,1.6 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z94**************,******|163,,,
3207,Mazda 6 I (GG) Рестайлинг,https://auto.ru/cars/used/sale/mazda/6/1101612356-956a139c/,299 200 ₽,2007,154 000 км,седан,красный,2.0 л / 147 л.с. / Бензин,4 851 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JMZ**************,,,Рассмотрю варианты,
3208,Mercedes-Benz GLE  I (W166) 350 d,https://auto.ru/cars/used/sale/mercedes/gle_klasse/1101910831-fd6dd4ec/,3 254 780 ₽,2016,93 000 км,внедорожник 5 дв.,чёрный,3.0 л / 249 л.с. / Дизель,18 675 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,WDC**************,,,Рассмотрю варианты,
3209,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1088790614-a0884bf0/,240 000 ₽,2013,95 000 км,седан,белый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
3210,Renault Duster I Рестайлинг,https://auto.ru/cars/used/sale/renault/duster/1102195578-96008801/,800 000 ₽,2017,95 000 км,внедорожник 5 дв.,белый,2.0 л / 143 л.с. / Бензин,4 719 ₽ / год,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X7L**************,******|763,,,
3211,LADA (ВАЗ) 21099,https://auto.ru/cars/used/sale/vaz/21099/1095378032-32d23da8/,35 000 ₽,1997,216 000 км,седан,пурпурный,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
3212,Mercedes-Benz GLE Coupe  I (C292) 400,https://auto.ru/cars/used/sale/mercedes/gle_klasse_coupe/1101409372-b4e9a5b4/,3 450 000 ₽,2016,127 000 км,внедорожник 5 дв.,синий,3.0 л / 333 л.с. / Бензин,49 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WDC**************,******|73,,,
3213,Ford Focus III Рестайлинг,https://auto.ru/cars/used/sale/ford/focus/1102031129-3162cca8/,695 000 ₽,2014,82 000 км,седан,серый,1.0 л / 100 л.с. / Бензин,1 600 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X9F**************,******|163,,,
3214,Ravon Nexia R3,https://auto.ru/cars/used/sale/ravon/nexia_r3/1092743370-73b726ec/,450 000 ₽,2017,81 000 км,седан,серый,1.5 л / 107 л.с. / Бензин,2 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XWB**************,******|763,2 года и 11 месяцев,,
3215,LADA (ВАЗ) Vesta I,https://auto.ru/cars/used/sale/vaz/vesta/1088477204-4a663810/,580 000 ₽,2017,35 800 км,седан,серый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,,,
3216,LADA (ВАЗ) 2115,https://auto.ru/cars/used/sale/vaz/2115/1101415493-b2168520/,70 000 ₽,2007,400 000 км,седан,серебристый,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|163,,Рассмотрю варианты,
3217,Toyota Land Cruiser Prado 150 Series Рестайлинг 1,https://auto.ru/cars/used/sale/toyota/land_cruiser_prado/1102022168-49ff3209/,2 300 000 ₽,2014,120 000 км,внедорожник 5 дв.,чёрный,3.0 л / 173 л.с. / Дизель,7 439 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,RUT**************,******|763,,,
3218,Chevrolet Niva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/niva/1096523866-c26b0742/,300 000 ₽,2010,115 000 км,внедорожник 5 дв.,синий,1.7 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,X9L**************,******|163,,,
3219,LADA (ВАЗ) 2114,https://auto.ru/cars/used/sale/vaz/2114/1096020048-055a6da2/,55 000 ₽,2007,260 000 км,хэтчбек 5 дв.,синий,1.5 л / 77 л.с. / Бензин,1 232 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,,XTA**************,******|163,,,
3220,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1098179392-6806a65f/,280 000 ₽,2013,245 000 км,седан,серебристый,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,4 года и 11 месяцев,,
3221,LADA (ВАЗ) Kalina I,https://auto.ru/cars/used/sale/vaz/kalina/1101990178-0901e7c7/,159 000 ₽,2011,115 000 км,хэтчбек 5 дв.,серебристый,1.6 л / 84 л.с. / Бензин,1 344 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,,7 лет и 5 месяцев,Рассмотрю варианты,
3222,ЗАЗ Sens,https://auto.ru/cars/used/sale/zaz/sens/1101655444-f5fd5bf4/,90 000 ₽,2008,104 000 км,седан,зелёный,1.3 л / 70 л.с. / Бензин,1 120 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,,******|63,,,
3223,Mitsubishi ASX I,https://auto.ru/cars/used/sale/mitsubishi/asx/1101931764-bbfc0d02/,760 000 ₽,2011,163 500 км,внедорожник 5 дв.,чёрный,1.6 л / 117 л.с. / Бензин,2 808 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,JMB**************,,,Рассмотрю варианты,
3224,LADA (ВАЗ) Priora I Рестайлинг,https://auto.ru/cars/used/sale/vaz/2170/1101899588-78151c39/,348 000 ₽,2015,94 000 км,седан,серебристый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,W0L**************,******|163,,,
3225,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1085398912-17382c61/,360 000 ₽,2016,51 236 км,седан,белый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,4 года и 9 месяцев,,
3226,LADA (ВАЗ) 2110,https://auto.ru/cars/used/sale/vaz/2110/1099764416-d89e5d99/,35 000 ₽,2004,200 000 км,седан,серебристый,1.5 л / 79 л.с. / Бензин,1 264 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
3227,Nissan X-Trail III,https://auto.ru/cars/used/sale/nissan/x_trail/1101975892-dc3698d8/,1 345 000 ₽,2015,108 000 км,внедорожник 5 дв.,серый,2.5 л / 171 л.с. / Бензин,7 353 ₽ / год,вариатор,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z8N**************,******|763,,Рассмотрю варианты,
3228,Kia Sorento I Рестайлинг,https://auto.ru/cars/used/sale/kia/sorento/1097124252-790deaf3/,550 000 ₽,2007,140 000 км,внедорожник 5 дв.,чёрный,2.5 л / 170 л.с. / Дизель,7 310 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XWK**************,******|63,,,
3229,Kia Sorento I Рестайлинг,https://auto.ru/cars/used/sale/kia/sorento/1097124252-790deaf3/,550 000 ₽,2007,140 000 км,внедорожник 5 дв.,чёрный,2.5 л / 170 л.с. / Дизель,7 310 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XWK**************,******|63,,,
3230,Land Rover Discovery IV,https://auto.ru/cars/used/sale/land_rover/discovery/1101362942-dde18c0b/,1 450 000 ₽,2011,212 000 км,внедорожник 5 дв.,белый,3.0 л / 245 л.с. / Дизель,18 375 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,SAL**************,******|163,,,
3231,Land Rover Range Rover II,https://auto.ru/cars/used/sale/land_rover/range_rover/1100705232-60bac2c7/,200 000 ₽,1994,600 000 км,внедорожник 5 дв.,зелёный,"4.6 л / 224 л.с. / Бензин, газобаллонное оборудование",16 800 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,SAL**************,******|163,,,
3232,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1102193430-97d3c475/,245 000 ₽,2014,106 000 км,седан,серебристый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
3233,УАЗ Hunter  315195,https://auto.ru/cars/used/sale/uaz/hunter/1018739175-975665/,310 000 ₽,2007,100 000 км,внедорожник 5 дв.,чёрный,2.7 л / 128 л.с. / Бензин,4 224 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,,,,,
3234,Chevrolet Lanos I,https://auto.ru/cars/used/sale/chevrolet/lanos/1088933676-a45b338c/,90 000 ₽,2007,88 000 км,седан,серебристый,1.5 л / 86 л.с. / Бензин,1 376 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|63,,,
3235,Ford Edge I Рестайлинг,https://auto.ru/cars/used/sale/ford/edge/1101532868-5ecb9078/,900 000 ₽,2014,162 000 км,внедорожник 5 дв.,белый,3.5 л / 288 л.с. / Бензин,43 200 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,Z6F**************,******|163,,,
3236,Chevrolet Niva I Рестайлинг,https://auto.ru/cars/used/sale/chevrolet/niva/1101979271-c0c4d468/,350 000 ₽,2013,119 463 км,внедорожник 5 дв.,белый,1.7 л / 80 л.с. / Бензин,1 280 ₽ / год,механическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X9L**************,,,Рассмотрю варианты,
3237,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1101667426-db14f391/,153 000 ₽,2008,150 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 81 л.с. / Бензин,1 296 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,******|163,,Рассмотрю варианты,
3238,Renault Megane III,https://auto.ru/cars/used/sale/renault/megane/1102129104-8fb245a9/,420 000 ₽,2009,270 000 км,универсал 5 дв.,белый,1.5 л / 90 л.с. / Дизель,1 440 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,VF1**************,******|163,,,
3239,Mitsubishi Pajero Sport II,https://auto.ru/cars/used/sale/mitsubishi/pajero_sport/1102222235-274be18b/,1 050 000 ₽,2012,215 000 км,внедорожник 5 дв.,серебристый,2.5 л / 178 л.с. / Дизель,7 654 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,MMC**************,******|763,,,
3240,Audi A6 II (C5),https://auto.ru/cars/used/sale/audi/a6/1097868186-f340c242/,355 000 ₽,2000,284 000 км,седан,серебристый,2.4 л / 165 л.с. / Бензин,7 095 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WAU**************,******|98,,Рассмотрю варианты,
3241,Mazda CX-7 I,https://auto.ru/cars/used/sale/mazda/cx_7/1097754986-2c270a2f/,420 000 ₽,2008,155 000 км,внедорожник 5 дв.,белый,2.3 л / 238 л.с. / Бензин,17 850 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,JMZ**************,******|763,1 год и 5 месяцев,Рассмотрю варианты,
3242,BMW X6  I (E71) 35i,https://auto.ru/cars/used/sale/bmw/x6/1100423006-5529f5b3/,1 150 000 ₽,2008,145 000 км,внедорожник 5 дв.,серебристый,3.0 л / 306 л.с. / Бензин,45 900 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,WBA**************,******|163,8 лет и 3 месяца,Рассмотрю варианты,
3243,Subaru Forester III Рестайлинг,https://auto.ru/cars/used/sale/subaru/forester/1101939392-39f48d08/,879 900 ₽,2011,92 000 км,внедорожник 5 дв.,чёрный,2.0 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,JF1**************,,,Рассмотрю варианты,
3244,LADA (ВАЗ) Priora I,https://auto.ru/cars/used/sale/vaz/2170/1102139011-5015814e/,255 000 ₽,2011,88 000 км,хэтчбек 5 дв.,чёрный,1.6 л / 98 л.с. / Бензин,1 568 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XTA**************,******|163,,,
3245,LADA (ВАЗ) Largus I,https://auto.ru/cars/used/sale/vaz/largus/1101696854-f0fab6b2/,660 000 ₽,2019,30 000 км,универсал 5 дв.,белый,1.6 л / 106 л.с. / Бензин,2 544 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|174,,,
3246,Renault Duster I,https://auto.ru/cars/used/sale/renault/duster/1091991860-19fda5a6/,600 000 ₽,2014,43 000 км,внедорожник 5 дв.,бежевый,1.6 л / 102 л.с. / Бензин,2 448 ₽ / год,механическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,X7L**************,******|163,,,
3247,Kia Rio IV X-Line,https://auto.ru/cars/used/sale/kia/rio/1101961790-6640441c/,880 000 ₽,2018,57 000 км,хэтчбек 5 дв.,белый,1.4 л / 100 л.с. / Бензин,1 600 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,Z94**************,******|763,,,
3248,Porsche Cayenne  I (955) S,https://auto.ru/cars/used/sale/porsche/cayenne/1102015854-7c5f459f/,450 000 ₽,2004,158 000 км,внедорожник 5 дв.,зелёный,4.5 л / 340 л.с. / Бензин,51 000 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,WP1**************,******|763,,,
3249,Mitsubishi Outlander II Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/outlander/1095032202-f2ef6d3a/,750 000 ₽,2012,177 000 км,внедорожник 5 дв.,серебристый,2.0 л / 147 л.с. / Бензин,4 851 ₽ / год,вариатор,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,JMB**************,******|163,,,
3250,Chevrolet Aveo II,https://auto.ru/cars/used/sale/chevrolet/aveo/1098647508-5328540b/,385 000 ₽,2013,103 389 км,седан,синий,1.6 л / 115 л.с. / Бензин,2 760 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XUU**************,******|163,,,
3251,LADA (ВАЗ) 2106,https://auto.ru/cars/used/sale/vaz/2106/1101783619-2bab1e0b/,30 000 ₽,1985,68 000 км,седан,голубой,1.6 л / 75 л.с. / Бензин,1 200 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,XTA**************,******|163,,,
3252,Kia Sportage II,https://auto.ru/cars/used/sale/kia/sportage/1102062777-2ee5b8e5/,555 000 ₽,2007,229 000 км,внедорожник 5 дв.,серебристый,2.0 л / 141 л.с. / Бензин,4 653 ₽ / год,механическая,полный,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,KNE**************,******|763,,,
3253,BMW 5 серии  I (E12) Рестайлинг 520i,https://auto.ru/cars/used/sale/bmw/5er/1096165518-d187de79/,110 000 ₽,1981,300 000 км,седан,серебристый,2.0 л / 122 л.с. / Бензин,4 026 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,,,9 лет и 7 месяцев,Рассмотрю варианты,
3254,ГАЗ 31105 «Волга»,https://auto.ru/cars/used/sale/gaz/31105/1101666931-55b79a94/,125 000 ₽,2007,163 000 км,седан,чёрный,2.3 л / 131 л.с. / Бензин,4 323 ₽ / год,механическая,задний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,X96**************,******|73,,,
3255,Ford Kuga II Рестайлинг,https://auto.ru/cars/used/sale/ford/kuga/1101219908-38718ab4/,1 350 000 ₽,2016,53 800 км,внедорожник 5 дв.,серый,1.5 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,полный,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,Z6F**************,******|72,,,
3256,Mitsubishi Carisma I Рестайлинг,https://auto.ru/cars/used/sale/mitsubishi/carisma/1101655808-3d5b202e/,150 000 ₽,2001,240 000 км,седан,серый,1.6 л / 103 л.с. / Бензин,2 472 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,XMC**************,******|763,1 год и 11 месяцев,Рассмотрю варианты,
3257,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1091329908-ce916738/,405 000 ₽,2017,40 000 км,седан,белый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,,XTA**************,******|163,3 года и 7 месяцев,,
3258,LADA (ВАЗ) Granta I,https://auto.ru/cars/used/sale/vaz/granta/1098536214-4414f58d/,248 000 ₽,2013,58 000 км,седан,серебристый,1.6 л / 87 л.с. / Бензин,1 392 ₽ / год,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,,XTA**************,,,,
3259,Peugeot 408 I,https://auto.ru/cars/used/sale/peugeot/408/1100836190-348310b4/,445 000 ₽,2015,97 000 км,седан,белый,1.6 л / 150 л.с. / Бензин,4 950 ₽ / год,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,Z8T**************,******|763,,,
3260,ГАЗ 31105 «Волга»,https://auto.ru/cars/used/sale/gaz/31105/1101454862-67962f3d/,89 000 ₽,2006,156 000 км,седан,серебристый,"2.3 л / 131 л.с. / Бензин, газобаллонное оборудование",4 323 ₽ / год,механическая,задний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,,X96**************,******|163,4 года и 4 месяца,,
3261,Audi 80 IV (B3),https://auto.ru/cars/used/sale/audi/80/1100880116-bc7d9070/,70 000 ₽,1986,340 000 км,седан,красный,1.8 л / 90 л.с. / Бензин,1 440 ₽ / год,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,,WAU**************,******|763,1 год и 2 месяца,,
